image_name,object_class,vehicle_lat,vehicle_lon,vehicle_heading_deg,target_range_m,target_azimuth_deg,target_lat,target_lon,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,split
01892.xml,cube,18.919561,72.830561,270.0,19.19,-2.55,18.919553,72.830379,452,569,514,607,UATD Training
01893.xml,cube,18.919561,72.830599,270.0,19.12,-2.55,18.919553,72.830418,448,567,518,604,UATD Training
01894.xml,cube,18.919561,72.830637,270.0,19.18,-2.37,18.919554,72.830455,458,569,512,606,UATD Training
01895.xml,cube,18.919561,72.830675,270.0,19.13,-2.55,18.919553,72.830494,452,570,514,602,UATD Training
01896.xml,cube,18.919561,72.830713,270.0,18.71,-2.46,18.919553,72.830536,456,555,512,588,UATD Training
01897.xml,cube,18.919561,72.830751,270.0,18.68,-2.37,18.919554,72.830574,462,555,508,586,UATD Training
01898.xml,cube,18.919561,72.830789,270.0,18.78,-2.11,18.919554,72.830611,464,557,512,591,UATD Training
01899.xml,cube,18.919561,72.830827,270.0,18.67,-1.67,18.919556,72.83065,466,554,520,586,UATD Training
01900.xml,cube,18.919561,72.830865,270.0,18.27,-0.62,18.919559,72.830691,480,538,530,575,UATD Training
01901.xml,cube,18.919561,72.830903,270.0,17.98,-0.62,18.919559,72.830732,484,530,526,563,UATD Training
01902.xml,cube,18.919561,72.830941,270.0,18.27,-1.58,18.919556,72.830767,474,540,514,573,UATD Training
01903.xml,cube,18.919561,72.830979,270.0,19.18,-4.48,18.919547,72.830797,432,567,490,608,UATD Training
01904.xml,cube,18.919561,72.831017,270.0,19.63,-6.24,18.919541,72.830832,416,586,466,620,UATD Training
01905.xml,cube,18.919561,72.831055,270.0,19.89,-7.56,18.919537,72.830868,392,591,460,633,UATD Training
01906.xml,cube,18.919561,72.831093,270.0,20.08,-8.44,18.919534,72.830904,386,598,446,639,UATD Training
01907.xml,cube,18.919561,72.831131,270.0,20.17,-8.88,18.919533,72.830941,386,603,436,640,UATD Training
01908.xml,cube,18.919561,72.831169,270.0,20.42,-9.93,18.919529,72.830978,368,612,430,648,UATD Training
01909.xml,cube,18.919561,72.831207,270.0,20.48,-9.84,18.919529,72.831015,376,615,424,649,UATD Training
01910.xml,cube,18.919561,72.831245,270.0,20.48,-10.63,18.919527,72.831054,366,611,416,653,UATD Training
01911.xml,cube,18.919561,72.831283,270.0,20.6,-10.37,18.919527,72.83109,362,619,426,653,UATD Training
01912.xml,cube,18.919561,72.831321,270.0,20.73,-11.51,18.919523,72.831128,350,620,412,661,UATD Training
01913.xml,cube,18.919561,72.831359,270.0,20.9,-11.95,18.919522,72.831164,354,627,398,666,UATD Training
01914.xml,cube,18.919561,72.831396,270.0,21.3,-13.18,18.919517,72.8312,338,640,386,680,UATD Training
01915.xml,cube,18.919561,72.831434,270.0,21.36,-13.62,18.919515,72.831237,332,644,382,680,UATD Training
01916.xml,cube,18.919561,72.831472,270.0,21.55,-13.8,18.919514,72.831274,330,652,380,685,UATD Training
01917.xml,cube,18.919561,72.83151,270.0,21.63,-13.36,18.919516,72.831311,332,654,388,689,UATD Training
01918.xml,cube,18.919561,72.831548,270.0,21.87,-14.59,18.919511,72.831347,316,660,376,699,UATD Training
01919.xml,cube,18.919561,72.831586,270.0,22.15,-16.08,18.919505,72.831384,300,669,358,709,UATD Training
01920.xml,cube,18.919561,72.831624,270.0,22.32,-16.52,18.919503,72.831421,290,676,358,714,UATD Training
01921.xml,cube,18.919561,72.831662,270.0,22.47,-17.14,18.919501,72.831458,288,681,346,719,UATD Training
01922.xml,cube,18.919561,72.8317,270.0,22.61,-17.05,18.919501,72.831495,286,684,350,726,UATD Training
01923.xml,cube,18.919561,72.831738,270.0,23.02,-20.04,18.919489,72.831533,254,699,314,739,UATD Training
01924.xml,cube,18.919561,72.831776,270.0,23.13,-20.83,18.919486,72.831571,244,705,306,740,UATD Training
01925.xml,cube,18.919561,72.831814,270.0,23.29,-21.97,18.919482,72.831609,236,706,288,750,UATD Training
01926.xml,cube,18.919561,72.831852,270.0,23.33,-22.68,18.91948,72.831648,220,707,288,752,UATD Training
01927.xml,cube,18.919561,72.83189,270.0,23.52,-24.43,18.919473,72.831687,198,713,270,759,UATD Training
01928.xml,cube,18.919561,72.831928,270.0,23.62,-25.4,18.919469,72.831726,186,720,260,759,UATD Training
01929.xml,cube,18.919561,72.831966,270.0,23.67,-25.93,18.919467,72.831764,182,718,252,764,UATD Training
01930.xml,cube,18.919561,72.832004,270.0,23.56,-25.49,18.919469,72.831802,184,714,260,761,UATD Training
01931.xml,cube,18.919561,72.832042,270.0,23.61,-25.75,18.919468,72.83184,184,718,254,760,UATD Training
01932.xml,cube,18.919561,72.83208,270.0,23.52,-25.84,18.919468,72.831879,184,713,252,759,UATD Training
01933.xml,cube,18.919561,72.832118,270.0,23.48,-26.81,18.919465,72.831919,172,709,242,760,UATD Training
01934.xml,cube,18.919561,72.832156,270.0,23.52,-26.54,18.919466,72.831956,176,711,244,761,UATD Training
01935.xml,cube,18.919561,72.832194,270.0,23.29,-25.75,18.919469,72.831995,180,703,258,753,UATD Training
01936.xml,cube,18.919561,72.832232,270.0,23.32,-26.02,18.919468,72.832033,184,707,248,751,UATD Training
01937.xml,cube,18.919561,72.83227,270.0,23.37,-24.96,18.919472,72.832069,192,709,264,753,UATD Training
01938.xml,cube,18.919561,72.832308,270.0,22.75,-20.39,18.919489,72.832105,240,689,320,730,UATD Training
01939.xml,cube,18.919561,72.832346,270.0,18.3,-13.97,18.919521,72.832177,332,538,374,577,UATD Training
01940.xml,cube,18.919561,72.832384,270.0,18.24,-13.97,18.919521,72.832216,330,538,376,573,UATD Training
01941.xml,cube,18.919561,72.832422,270.0,18.3,-14.15,18.91952,72.832253,332,540,370,575,UATD Training
01942.xml,cube,18.919561,72.83246,270.0,18.32,-14.15,18.91952,72.832291,328,541,374,575,UATD Training
01943.xml,cube,18.919561,72.832498,270.0,18.24,-14.33,18.91952,72.83233,324,538,374,573,UATD Training
01944.xml,cube,18.919561,72.832536,270.0,18.27,-14.06,18.919521,72.832367,330,540,374,573,UATD Training
01945.xml,cube,18.919561,72.832574,270.0,18.2,-13.45,18.919523,72.832406,338,537,380,571,UATD Training
01946.xml,cube,18.919561,72.832612,270.0,18.18,-12.92,18.919524,72.832443,346,534,384,573,UATD Training
01947.xml,cube,18.919561,72.83265,270.0,18.56,-8.44,18.919536,72.832475,386,550,446,583,UATD Training
01948.xml,cube,18.919561,72.832688,270.0,18.51,-8.44,18.919536,72.832514,390,546,442,583,UATD Training
01949.xml,cube,18.919561,72.832725,270.0,18.73,-8.44,18.919536,72.83255,392,553,440,591,UATD Training
01950.xml,cube,18.919561,72.832763,270.0,18.7,-8.35,18.919536,72.832588,394,550,440,592,UATD Training
01951.xml,cube,18.919561,72.832801,270.0,18.77,-8.0,18.919537,72.832625,400,557,442,590,UATD Training
01952.xml,cube,18.919561,72.832839,270.0,18.81,-7.91,18.919537,72.832663,396,555,448,595,UATD Training
01953.xml,cube,18.919561,72.832877,270.0,18.89,-8.0,18.919537,72.8327,398,559,444,596,UATD Training
01954.xml,cube,18.919561,72.832915,270.0,18.84,-8.53,18.919536,72.832738,388,553,442,599,UATD Training
01955.xml,cube,18.919561,72.832953,270.0,18.92,-9.67,18.919532,72.832776,374,557,430,600,UATD Training
01956.xml,cube,18.919561,72.832991,270.0,18.84,-10.02,18.919531,72.832815,370,557,426,595,UATD Training
01957.xml,cube,18.919561,72.833029,270.0,18.8,-10.2,18.919531,72.832854,370,555,422,594,UATD Training
01958.xml,cube,18.919561,72.833067,270.0,18.83,-10.63,18.919529,72.832892,364,555,418,596,UATD Training
01959.xml,cube,18.919561,72.833105,270.0,18.92,-10.63,18.919529,72.832929,366,558,416,599,UATD Training
01960.xml,cube,18.919561,72.833143,270.0,18.87,-10.02,18.919531,72.832967,366,554,430,600,UATD Training
01961.xml,cube,18.919561,72.833181,270.0,18.84,-10.02,18.919531,72.833005,374,557,422,595,UATD Training
01962.xml,cube,18.919561,72.833219,270.0,18.9,-10.2,18.919531,72.833043,370,557,422,599,UATD Training
01963.xml,cube,18.919561,72.833257,270.0,18.8,-9.84,18.919532,72.833081,376,553,424,596,UATD Training
01964.xml,cube,18.919561,72.833295,270.0,18.89,-9.32,18.919533,72.833118,384,559,428,596,UATD Training
01965.xml,cube,18.919561,72.833333,270.0,18.84,-9.93,18.919531,72.833157,372,554,426,598,UATD Training
01966.xml,cube,18.919561,72.833371,270.0,18.8,-9.14,18.919534,72.833195,388,555,428,594,UATD Training
01967.xml,cube,18.919561,72.833409,270.0,18.64,-9.05,18.919534,72.833234,384,551,434,587,UATD Training
01968.xml,cube,18.919561,72.833447,270.0,18.43,-8.79,18.919535,72.833274,386,542,438,582,UATD Training
01969.xml,cube,18.919561,72.833485,270.0,18.42,-8.96,18.919535,72.833312,386,544,434,579,UATD Training
01970.xml,cube,18.919561,72.833523,270.0,18.49,-9.05,18.919534,72.83335,386,549,432,579,UATD Training
01971.xml,cube,18.919561,72.833561,270.0,18.67,-10.02,18.919531,72.833386,370,549,426,591,UATD Training
01972.xml,cube,18.919561,72.833599,270.0,18.73,-10.99,18.919529,72.833424,360,553,414,591,UATD Training
01973.xml,cube,18.919561,72.833637,270.0,18.77,-11.43,18.919527,72.833462,354,555,410,592,UATD Training
01974.xml,cube,18.919561,72.833675,270.0,18.8,-11.34,18.919527,72.8335,354,554,412,595,UATD Training
01975.xml,cube,18.919561,72.833713,270.0,18.78,-11.78,18.919526,72.833538,350,554,406,594,UATD Training
01976.xml,cube,18.919561,72.833751,270.0,18.77,-11.6,18.919527,72.833576,358,555,402,592,UATD Training
01977.xml,cube,18.919561,72.833789,270.0,18.77,-11.34,18.919527,72.833614,356,557,410,590,UATD Training
01978.xml,cube,18.919561,72.833827,270.0,18.74,-11.87,18.919526,72.833653,352,557,402,588,UATD Training
01979.xml,cube,18.919561,72.833865,270.0,18.77,-12.13,18.919525,72.83369,350,555,398,592,UATD Training
01980.xml,cube,18.919561,72.833903,270.0,18.64,-12.22,18.919525,72.83373,346,550,400,588,UATD Training
01981.xml,cube,18.919561,72.833941,270.0,18.74,-12.48,18.919524,72.833767,344,555,396,590,UATD Training
01982.xml,cube,18.919561,72.833979,270.0,18.55,-12.22,18.919525,72.833806,348,549,398,583,UATD Training
01983.xml,cube,18.919561,72.834017,270.0,18.4,-12.39,18.919525,72.833846,352,544,390,578,UATD Training
01984.xml,cube,18.919561,72.834054,270.0,18.24,-12.48,18.919525,72.833885,348,538,392,573,UATD Training
01985.xml,cube,18.919561,72.834092,270.0,18.13,-13.27,18.919523,72.833925,336,533,386,570,UATD Training
01986.xml,cube,18.919561,72.83413,270.0,18.08,-12.57,18.919525,72.833963,344,534,394,566,UATD Training
01987.xml,cube,18.919561,72.834168,270.0,18.02,-13.01,18.919524,72.834002,340,533,388,563,UATD Training
01988.xml,cube,18.919561,72.834206,270.0,17.91,-13.01,18.919524,72.834041,340,526,388,562,UATD Training
01989.xml,cube,18.919561,72.834244,270.0,17.95,-13.01,18.919524,72.834078,338,529,390,562,UATD Training
01990.xml,cube,18.919561,72.834282,270.0,17.95,-13.36,18.919523,72.834117,338,530,382,561,UATD Training
01991.xml,cube,18.919561,72.83432,270.0,17.99,-13.27,18.919523,72.834154,340,532,382,562,UATD Training
01992.xml,cube,18.919561,72.834358,270.0,17.95,-13.54,18.919523,72.834193,336,530,380,561,UATD Training
01993.xml,cube,18.919561,72.834396,270.0,18.07,-13.71,18.919522,72.83423,338,534,374,565,UATD Training
01994.xml,cube,18.919561,72.834434,270.0,18.02,-13.8,18.919522,72.834268,332,530,378,566,UATD Training
01995.xml,cube,18.919561,72.834472,270.0,18.18,-13.89,18.919521,72.834305,330,536,378,571,UATD Training
01996.xml,cube,18.919561,72.83451,270.0,18.23,-13.71,18.919522,72.834342,330,537,382,573,UATD Training
01997.xml,cube,18.919561,72.834548,270.0,18.3,-14.06,18.919521,72.83438,320,536,384,579,UATD Training
01998.xml,cube,18.919561,72.834586,270.0,18.52,-14.68,18.919518,72.834416,318,544,372,586,UATD Training
01999.xml,cube,18.919561,72.834624,270.0,18.54,-14.68,18.919518,72.834454,320,549,370,582,UATD Training
02000.xml,cube,18.919561,72.834662,270.0,18.43,-14.41,18.919519,72.834493,322,541,374,583,UATD Training
02001.xml,cube,18.91929,72.8347,90.0,18.43,-14.15,18.91933,72.83487,324,542,378,582,UATD Training
02002.xml,cube,18.91929,72.834738,90.0,18.35,-12.66,18.919326,72.834908,342,540,394,578,UATD Training
02003.xml,cube,18.91929,72.834776,90.0,18.4,-13.18,18.919328,72.834946,336,545,388,577,UATD Training
02004.xml,cube,18.91929,72.834814,90.0,18.48,-13.71,18.919329,72.834984,334,546,378,581,UATD Training
02005.xml,cube,18.91929,72.834852,90.0,18.49,-13.89,18.91933,72.835022,326,546,382,582,UATD Training
02006.xml,cube,18.91929,72.83489,90.0,18.37,-14.85,18.919332,72.835058,318,541,368,579,UATD Training
02007.xml,cube,18.91929,72.834928,90.0,18.15,-14.85,18.919332,72.835094,316,534,370,571,UATD Training
02008.xml,cube,18.91929,72.834966,90.0,18.24,-15.12,18.919333,72.835133,314,538,366,573,UATD Training
02009.xml,cube,18.91929,72.835004,90.0,17.99,-15.12,18.919332,72.835169,310,525,370,569,UATD Training
02010.xml,cube,18.91929,72.835042,90.0,17.79,-15.21,18.919332,72.835205,318,526,360,554,UATD Training
02011.xml,ball,18.91929,72.83508,90.0,20.51,-18.54,18.919349,72.835264,274,608,328,658,UATD Training
02012.xml,ball,18.91929,72.835118,90.0,19.56,-19.34,18.919348,72.835293,264,577,320,624,UATD Training
02013.xml,ball,18.91929,72.835156,90.0,19.34,-19.6,18.919348,72.835329,260,570,318,616,UATD Training
02014.xml,ball,18.91929,72.835194,90.0,19.68,-19.42,18.919349,72.83537,260,581,322,628,UATD Training
02015.xml,ball,18.91929,72.835232,90.0,19.72,-18.98,18.919348,72.835409,268,583,324,629,UATD Training
02016.xml,ball,18.91929,72.83527,90.0,20.2,-19.78,18.919352,72.83545,258,600,316,645,UATD Training
02017.xml,ball,18.91929,72.835308,90.0,21.01,-19.78,18.919354,72.835495,254,627,320,673,UATD Training
02018.xml,ball,18.91929,72.835346,90.0,21.71,-19.07,18.919354,72.83554,268,650,322,698,UATD Training
02019.xml,ball,18.91929,72.835383,90.0,21.56,-16.26,18.919344,72.83558,292,645,362,693,UATD Training
02020.xml,ball,18.91929,72.835421,90.0,22.56,-6.94,18.919314,72.835634,402,678,464,728,UATD Training
02021.xml,ball,18.91929,72.835459,90.0,23.13,-5.54,18.91931,72.835678,412,698,486,747,UATD Training
02022.xml,ball,18.91929,72.835497,90.0,23.3,-3.87,18.919304,72.835718,428,702,508,755,UATD Training
02023.xml,ball,18.91929,72.835535,90.0,22.72,4.66,18.919273,72.83575,534,686,596,731,UATD Training
02024.xml,ball,18.91929,72.835573,90.0,22.8,5.62,18.91927,72.835789,542,689,610,734,UATD Training
02025.xml,ball,18.91929,72.835611,90.0,22.7,5.27,18.919271,72.835826,540,689,604,727,UATD Training
02026.xml,ball,18.91929,72.835649,90.0,22.04,1.58,18.919284,72.835858,496,665,564,706,UATD Training
02027.xml,ball,18.91929,72.835687,90.0,21.81,-0.97,18.919293,72.835894,474,657,528,698,UATD Training
02028.xml,ball,18.91929,72.835725,90.0,21.47,-3.96,18.919303,72.835929,434,645,500,687,UATD Training
02029.xml,ball,18.91929,72.835763,90.0,21.62,-15.03,18.91934,72.835961,306,648,376,694,UATD Training
02030.xml,ball,18.91929,72.835801,90.0,22.64,-15.56,18.919345,72.836008,302,682,368,730,UATD Training
02031.xml,ball,18.91929,72.835839,90.0,20.08,-19.95,18.919352,72.836018,256,596,314,641,UATD Training
02032.xml,ball,18.91929,72.835877,90.0,20.89,-17.93,18.919348,72.836066,284,624,332,668,UATD Training
02033.xml,ball,18.91929,72.835915,90.0,20.98,-17.49,18.919347,72.836105,282,625,344,673,UATD Training
02034.xml,ball,18.91929,72.835953,90.0,23.07,-13.45,18.919338,72.836166,326,695,392,746,UATD Training
02035.xml,ball,18.91929,72.835991,90.0,22.89,-11.51,18.919331,72.836204,344,689,418,740,UATD Training
02036.xml,ball,18.91929,72.836029,90.0,22.89,-11.87,18.919332,72.836242,344,689,410,740,UATD Training
02037.xml,ball,18.91929,72.836067,90.0,23.13,-13.71,18.919339,72.83628,322,695,390,750,UATD Training
02038.xml,ball,18.91929,72.836105,90.0,23.2,-18.11,18.919355,72.836314,276,703,336,747,UATD Training
02038.xml,cube,18.91929,72.836105,90.0,16.58,-12.39,18.919322,72.836259,350,481,392,516,UATD Training
02039.xml,cube,18.91929,72.836143,90.0,16.69,-9.93,18.919316,72.836299,372,484,426,521,UATD Training
02039.xml,ball,18.91929,72.836143,90.0,23.43,-14.94,18.919344,72.836358,310,711,374,755,UATD Training
02040.xml,cube,18.91929,72.836181,90.0,16.34,-15.91,18.91933,72.83633,304,472,358,509,UATD Training
02040.xml,ball,18.91929,72.836181,90.0,26.06,13.18,18.919236,72.836422,634,800,690,846,UATD Training
02041.xml,ball,18.91929,72.836219,90.0,23.75,-16.7,18.919351,72.836435,288,723,356,765,UATD Training
02042.xml,ball,18.91929,72.836257,90.0,24.24,-4.57,18.919307,72.836486,422,732,498,789,UATD Training
02043.xml,ball,18.91929,72.836295,90.0,23.8,-14.85,18.919345,72.836513,308,720,378,771,UATD Training
02044.xml,ball,18.91929,72.836333,90.0,22.61,-20.3,18.919361,72.836534,246,682,316,728,UATD Training
02045.xml,ball,18.91929,72.836371,90.0,24.35,-7.21,18.919317,72.8366,398,743,462,786,UATD Training
02046.xml,ball,18.91929,72.836409,90.0,22.76,-19.51,18.919358,72.836612,256,686,324,734,UATD Training
02047.xml,ball,18.91929,72.836447,90.0,23.86,-18.19,18.919357,72.836662,274,724,336,771,UATD Training
02048.xml,ball,18.91929,72.836485,90.0,25.58,2.81,18.919278,72.836727,508,784,580,829,UATD Training
02049.xml,ball,18.91929,72.836523,90.0,25.68,7.56,18.919259,72.836764,552,785,644,835,UATD Training
02050.xml,ball,18.91929,72.836561,90.0,25.86,21.01,18.919206,72.83679,714,793,788,839,UATD Training
02051.xml,ball,18.91929,72.836599,90.0,24.72,-0.97,18.919294,72.836833,458,757,544,797,UATD Training
02052.xml,ball,18.91929,72.836637,90.0,24.37,-4.48,18.919307,72.836867,418,742,504,788,UATD Training
02053.xml,ball,18.91929,72.836675,90.0,23.92,-6.86,18.919316,72.8369,396,728,472,771,UATD Training
02054.xml,ball,18.91929,72.836712,90.0,22.79,-15.38,18.919344,72.836921,304,687,370,735,UATD Training
02055.xml,ball,18.91929,72.83675,90.0,23.11,4.31,18.919274,72.836969,528,701,594,743,UATD Training
02056.xml,ball,18.91929,72.836788,90.0,23.54,7.38,18.919262,72.83701,564,713,628,760,UATD Training
02057.xml,ball,18.91929,72.836826,90.0,23.94,10.55,18.91925,72.83705,598,726,666,775,UATD Training
02058.xml,ball,18.91929,72.836864,90.0,23.99,-4.31,18.919306,72.837091,428,731,498,773,UATD Training
02059.xml,ball,18.91929,72.836902,90.0,23.26,-15.21,18.919345,72.837115,310,707,368,747,UATD Training
02060.xml,ball,18.91929,72.83694,90.0,22.7,-17.75,18.919352,72.837146,276,685,344,731,UATD Training
02061.xml,ball,18.91929,72.836978,90.0,22.61,-18.81,18.919356,72.837181,262,684,334,726,UATD Training
02062.xml,ball,18.91929,72.837016,90.0,22.16,-20.92,18.919361,72.837213,244,669,304,710,UATD Training
02063.xml,cube,18.91929,72.837054,90.0,18.13,-14.06,18.91933,72.837221,328,534,376,569,UATD Training
02063.xml,ball,18.91929,72.837054,90.0,22.04,-21.88,18.919364,72.837248,234,666,292,705,UATD Training
02064.xml,cube,18.91929,72.837092,90.0,18.37,-12.74,18.919326,72.837262,338,542,396,578,UATD Training
02064.xml,ball,18.91929,72.837092,90.0,22.03,-21.97,18.919364,72.837286,228,664,296,706,UATD Training
02065.xml,cube,18.91929,72.83713,90.0,18.8,-11.16,18.919323,72.837305,362,555,408,594,UATD Training
02065.xml,ball,18.91929,72.83713,90.0,22.12,-21.18,18.919362,72.837326,242,666,300,710,UATD Training
02066.xml,cube,18.91929,72.837168,90.0,18.71,-9.84,18.919319,72.837343,368,555,432,588,UATD Training
02066.xml,ball,18.91929,72.837168,90.0,22.13,-20.13,18.919359,72.837365,252,664,314,713,UATD Training
02067.xml,cube,18.91929,72.837206,90.0,18.9,-9.23,18.919317,72.837383,374,558,440,598,UATD Training
02067.xml,ball,18.91929,72.837206,90.0,22.32,-20.13,18.919359,72.837405,252,673,314,717,UATD Training
02068.xml,cube,18.91929,72.837244,90.0,19.28,-7.91,18.919314,72.837425,386,570,458,612,UATD Training
02068.xml,ball,18.91929,72.837244,90.0,22.23,-19.51,18.919357,72.837443,262,670,318,714,UATD Training
02069.xml,cube,18.91929,72.837282,90.0,19.47,-5.8,18.919308,72.837466,416,579,476,616,UATD Training
02069.xml,ball,18.91929,72.837282,90.0,22.25,-18.63,18.919354,72.837482,266,670,334,715,UATD Training
02070.xml,ball,18.91929,72.83732,90.0,22.2,-17.31,18.919349,72.837521,284,669,346,713,UATD Training
02070.xml,cube,18.91929,72.83732,90.0,19.47,-1.41,18.919294,72.837505,470,575,522,620,UATD Training
02071.xml,cube,18.91929,72.837358,90.0,19.92,1.41,18.919285,72.837547,508,598,548,628,UATD Training
02071.xml,ball,18.91929,72.837358,90.0,22.15,-17.31,18.919349,72.837559,284,668,346,710,UATD Training
02072.xml,cube,18.91929,72.837396,90.0,20.36,4.75,18.919275,72.837589,542,612,590,644,UATD Training
02072.xml,ball,18.91929,72.837396,90.0,22.06,-16.96,18.919348,72.837596,286,662,352,710,UATD Training
02073.xml,cube,18.91929,72.837434,90.0,21.58,6.59,18.919267,72.837637,562,717,612,757,UATD Training
02073.xml,ball,18.91929,72.837434,90.0,23.05,-16.96,18.91935,72.837643,288,771,350,813,UATD Training
02074.xml,cube,18.91929,72.837472,90.0,24.22,7.91,18.91926,72.8377,576,1080,628,1124,UATD Training
02074.xml,ball,18.91929,72.837472,90.0,25.23,-17.67,18.919359,72.8377,284,1129,338,1175,UATD Training
02075.xml,cube,18.91929,72.83751,90.0,23.99,7.47,18.919262,72.837736,576,1033,618,1074,UATD Training
02075.xml,ball,18.91929,72.83751,90.0,24.94,-18.02,18.919359,72.837735,278,1074,336,1124,UATD Training
02076.xml,cube,18.91929,72.837548,90.0,22.08,6.33,18.919268,72.837756,558,771,610,809,UATD Training
02076.xml,ball,18.91929,72.837548,90.0,23.37,-18.63,18.919357,72.837758,272,817,328,864,UATD Training
02077.xml,cube,18.91929,72.837586,90.0,24.29,8.0,18.919259,72.837814,578,1085,628,1126,UATD Training
02077.xml,ball,18.91929,72.837586,90.0,25.17,-18.19,18.919361,72.837813,276,1126,334,1172,UATD Training
02078.xml,cube,18.91929,72.837624,90.0,24.39,7.03,18.919263,72.837854,566,1171,618,1204,UATD Training
02078.xml,ball,18.91929,72.837624,90.0,25.71,-19.78,18.919368,72.837853,260,1234,314,1281,UATD Training
02079.xml,ball,18.91929,72.837662,90.0,25.85,-21.36,18.919375,72.83789,248,1282,290,1329,UATD Training
02080.xml,ball,18.91929,72.8377,90.0,24.3,9.93,18.919252,72.837927,590,739,660,786,UATD Training
02081.xml,ball,18.91929,72.837738,90.0,23.17,13.89,18.919239,72.837951,638,1192,702,1271,UATD Training
02082.xml,ball,18.91929,72.837776,90.0,24.73,7.65,18.91926,72.838008,558,1354,640,1445,UATD Training
02083.xml,ball,18.91929,72.837814,90.0,25.84,-3.6,18.919304,72.838058,432,994,510,1045,UATD Training
02083.xml,cube,18.91929,72.837814,90.0,20.94,4.39,18.919275,72.838012,540,792,584,828,UATD Training
02084.xml,cube,18.91929,72.837852,90.0,21.02,4.48,18.919275,72.838051,534,790,592,837,UATD Training
02084.xml,ball,18.91929,72.837852,90.0,25.14,-12.04,18.919337,72.838085,346,967,404,1012,UATD Training
02085.xml,cube,18.91929,72.83789,90.0,21.95,4.92,18.919273,72.838097,546,935,590,976,UATD Training
02085.xml,ball,18.91929,72.83789,90.0,25.08,-20.74,18.91937,72.838112,250,1083,302,1128,UATD Training
02086.xml,cube,18.91929,72.837928,90.0,20.95,4.22,18.919276,72.838126,540,789,580,832,UATD Training
02086.xml,ball,18.91929,72.837928,90.0,24.07,-21.18,18.919368,72.838141,244,921,298,967,UATD Training
02087.xml,cube,18.91929,72.837966,90.0,20.47,4.57,18.919275,72.838159,542,735,586,781,UATD Training
02087.xml,ball,18.91929,72.837966,90.0,23.76,-20.21,18.919364,72.838177,252,871,312,915,UATD Training
02088.xml,cube,18.91929,72.838004,90.0,19.95,4.48,18.919276,72.838192,540,687,586,725,UATD Training
02088.xml,ball,18.91929,72.838004,90.0,23.38,-20.04,18.919362,72.838212,256,820,312,862,UATD Training
02089.xml,cube,18.91929,72.838041,90.0,19.52,4.48,18.919276,72.838226,542,642,584,677,UATD Training
02089.xml,ball,18.91929,72.838041,90.0,23.05,-19.51,18.919359,72.838248,258,768,322,816,UATD Training
02090.xml,cube,18.91929,72.838079,90.0,18.88,4.39,18.919277,72.838258,538,589,586,623,UATD Training
02090.xml,ball,18.91929,72.838079,90.0,22.77,-19.07,18.919357,72.838284,268,724,322,767,UATD Training
02091.xml,ball,18.91929,72.838117,90.0,23.13,-16.96,18.919351,72.838327,286,699,352,746,UATD Training
02092.xml,ball,18.91929,72.838155,90.0,24.46,-14.85,18.919346,72.83838,306,744,380,792,UATD Training
02093.xml,ball,18.91929,72.838193,90.0,22.18,-17.67,18.919351,72.838394,278,670,344,710,UATD Training
02094.xml,circle cage,18.91929,72.838231,90.0,24.02,-24.61,18.91938,72.838439,180,726,284,780,UATD Training
02094.xml,ball,18.91929,72.838231,90.0,23.42,-15.38,18.919346,72.838446,302,710,372,755,UATD Training
02094.xml,cube,18.91929,72.838231,90.0,19.16,-6.33,18.919309,72.838412,412,571,468,603,UATD Training
02095.xml,circle cage,18.91929,72.838269,90.0,24.13,-25.84,18.919385,72.838476,174,731,262,783,UATD Training
02095.xml,ball,18.91929,72.838269,90.0,23.54,-17.93,18.919355,72.838482,274,718,342,755,UATD Training
02095.xml,cube,18.91929,72.838269,90.0,19.05,-7.65,18.919313,72.838449,392,566,458,600,UATD Training
02096.xml,cube,18.91929,72.838307,90.0,19.09,-1.67,18.919295,72.838488,470,566,516,603,UATD Training
02096.xml,ball,18.91929,72.838307,90.0,23.46,-13.1,18.919338,72.838524,330,711,396,757,UATD Training
02096.xml,circle cage,18.91929,72.838307,90.0,24.31,-19.16,18.919362,72.838525,238,738,350,788,UATD Training
02097.xml,ball,18.91929,72.838345,90.0,23.49,-14.85,18.919344,72.838561,310,713,376,757,UATD Training
02097.xml,circle cage,18.91929,72.838345,90.0,24.46,-19.69,18.919364,72.838564,232,739,344,797,UATD Training
02097.xml,cube,18.91929,72.838345,90.0,19.27,-2.99,18.919299,72.838528,450,575,506,606,UATD Training
02098.xml,cube,18.91929,72.838383,90.0,19.27,-1.05,18.919293,72.838566,480,575,520,606,UATD Training
02098.xml,ball,18.91929,72.838383,90.0,23.56,-13.1,18.919338,72.838601,342,718,384,757,UATD Training
02098.xml,circle cage,18.91929,72.838383,90.0,24.6,-17.93,18.919358,72.838605,250,744,366,802,UATD Training
02099.xml,circle cage,18.91929,72.838421,90.0,24.47,-16.61,18.919353,72.838644,266,735,380,802,UATD Training
02099.xml,cube,18.91929,72.838421,90.0,19.22,-0.79,18.919292,72.838604,480,571,526,607,UATD Training
02100.xml,circle cage,18.91929,72.838459,90.0,24.53,-16.96,18.919354,72.838682,266,740,372,801,UATD Training
02100.xml,cube,18.91929,72.838459,90.0,19.21,-0.79,18.919292,72.838641,476,573,530,604,UATD Training
